dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,cone_isolation,max_fragment_cosine,max_full_cosine,lipid_class,collective_gain,pair_id,unit_id,role,spectral_score_CAL,spectral_score_HOLD,joint_hard_score,joint_easy_score,fragment_cosine,fragment_support_jaccard,full_cosine,parent_cosine,base_template_id,realized_spatial_correlation,abundance_multiplier,K,base_dataset_id,severity,rho_zero_status,raw_solver_reported,reportable_truth
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,0,PA-H__0075,PA 16:0_24:0,0.0019427306719395126,False,False,False,2.0928234888880847e-05,0.729606198131629,0.7748217721703936,0.44170172724713597,PA,0.16755576280234685,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MODERATE,COMPUTED,True,False
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,1,PA-H__0076,PA 16:0_24:1,0.02177627095100496,True,True,False,6.560311537125075e-05,0.5504804076642431,0.883487638633687,0.6654546118919494,PA,0.19595790828137805,,28,singleton_control,,,,,,,,,381,,2.0,125,HOLD_R3_K125,MODERATE,COMPUTED,True,True
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,2,PA-H__0079,PA 16:0_24:4,0.0013026279511561718,False,False,False,0.0,0.2223063465458067,0.9171280506076233,0.9158818256178151,PA,0.17914163452145218,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MODERATE,COMPUTED,True,False
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,3,PA-H__0080,PA 16:0_24:5,0.002815344827319142,False,False,False,0.0,0.22923411741411742,0.9171280506076233,0.9158818256178151,PA,0.17221386365314145,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MODERATE,COMPUTED,True,False
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,5,PA-H__0117,PA 18:0_22:0,0.016833686085998795,True,True,False,0.0,0.3381799302246325,0.7789494468002593,0.6213615663357793,PA,0.44534403487199864,B3_U27_U48,48,spectral_easy_spatial_high,0.1769326765188834,0.1802495894909688,0.1769326765188834,0.1802495894909688,0.0,0.0,0.0,0.0,234,0.9970785517314398,1.4538436095675817,125,HOLD_R3_K125,MODERATE,COMPUTED,True,True
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,6,PA-H__0118,PA 18:0_22:1,0.005045053423105128,False,False,False,0.0,0.3291126428847987,0.854010491337717,0.7758194394971382,PA,0.30184234544507127,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MODERATE,COMPUTED,True,False
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,8,PA-H__0120,PA 18:0_22:3,0.009101565576537391,False,False,False,5.094047822011687e-05,0.26685411549166754,0.7994055605507371,0.7822770241404187,PA,0.35607658490927657,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MODERATE,COMPUTED,True,False
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,9,PA-H__0121,PA 18:0_22:4,0.0030571624364500844,True,True,False,0.0,0.18925162859522815,0.8691673191165914,0.8645836840369737,PA,0.31323723028330897,B2_U43_U133,133,spectral_hard_spatial_high,0.896121510673235,0.8493119868637111,0.8493119868637111,0.896121510673235,0.7986035117425145,0.41,0.7525372430626872,0.0,284,0.994472443145913,0.5,125,HOLD_R3_K125,MODERATE,COMPUTED,True,True
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,10,PA-H__0122,PA 18:0_22:5,0.002264116803155612,False,False,False,0.0,0.13936661280823676,0.9374908882297373,0.9345818680853585,PA,0.21638151697754526,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MODERATE,COMPUTED,True,False
MODERATE__HOLD_R3_K125,HOLD,R3,K125,125,12,PA-H__0125,PA 18:0_24:1,0.015154638798770919,True,True,False,2.550205448923587e-07,0.3334734584306543,0.8793255202210899,0.8305304488322932,PA,0.22349976674487387,B2_U43_U133,43,spectral_hard_spatial_high,0.896121510673235,0.8493119868637111,0.8493119868637111,0.896121510673235,0.7986035117425145,0.41,0.7525372430626872,0.0,284,0.994472443145913,0.689110922829001,125,HOLD_R3_K125,MODERATE,COMPUTED,True,True
